,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1135,HD 88133 b,HD 88133,1,1,Radial Velocity,2004,W. M. Keck Observatory,0,1.4849815596450688,3e-05,-3e-05,0.0,0.046788161498758925,0.0033,-0.0033,0.0,2.6946271807700692,,,0.0,1.23,,,0.0,5.784399171412635,193.8763,-88.9924,0.0,0.7030975114131134,0.61,-0.28,0.0,Mass,0.030529205034822874,0.021,-0.021,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5,5392.0,,,0.0,1.1631508098056809,,,0.0,1.26,,,0.0,0.34,0.04,-0.04,0.0,[Fe/H],3.88,,,0.0,10h10m07.66s,152.5319349,+18d11m08.62s,18.1857284,4.312305372975176,0.3053,-0.3029,8.01852,0.023,-0.023,6.199,0.017,-0.017,7.80979,0.000489,-0.000489
1136,HD 89307 b,HD 89307,1,1,Radial Velocity,2009,Lick Observatory,0,7.681099001536359,38.0,-38.0,0.0,1.4516138272405332,0.07,-0.07,0.0,2.667228206581955,,,0.0,1.19,,,0.0,6.509694640007196,66.7443,-66.7443,0.0,1.1346227261911428,0.21,-0.21,0.0,Msini,0.18232155679395462,0.05,-0.05,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G0,5955.0,14.0,-14.0,0.0,0.7419373447293773,0.01,-0.01,0.0,1.27,0.12,-0.12,0.0,-0.13,,,0.0,[Fe/H],4.46,0.04,-0.04,0.0,10h18m21.00s,154.5874958,+12d37m15.38s,12.6209392,3.496822663331824,0.0528,-0.0526,7.02569,0.023,-0.023,5.564,0.026,-0.026,6.86817,0.000339,-0.000339
1137,HD 89345 b,HD 89345,1,1,Transit,2018,K2,0,2.5505617348360174,0.0002,-0.0002,0.0,0.10129225148187232,0.0012,-0.0014,0.0,2.1279935822620013,0.314,-0.336,0.0,0.66,0.028,-0.03,0.0,3.5824433602291768,5.40311,-5.72094,0.0,0.10436001532424277,0.017,-0.018,0.0,Mass,0.19885085874516517,0.095,-0.13,0.0,5.622717021934981,,,0.0,6.993932975223189,15.0,-16.0,0.0,0,G5,5576.0,73.0,-76.0,0.0,1.0116009116784799,0.05,-0.05,0.0,1.16,0.04,-0.05,0.0,0.421,0.046,-0.054,0.0,[Fe/H],4.02,0.03,-0.03,0.0,10h18m41.06s,154.6710977,+10d07m43.85s,10.1288464,4.89293975461197,0.808,-0.799,9.38,0.03,-0.03,7.721,0.018,-0.018,9.21702,0.00031,-0.00031
1139,HD 90156 b,HD 90156,1,1,Radial Velocity,2009,La Silla Observatory,0,3.927305628959303,0.07,-0.07,0.0,0.22314355131420976,0.004,-0.004,0.0,1.691939133945844,,,0.0,0.395,,,0.0,2.9433857931817817,1.46,-1.46,0.0,0.055434706888100586,0.005,-0.005,0.0,Msini,0.27002713721306015,0.1,-0.1,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5V,5599.0,12.0,-12.0,0.0,0.6523251860396903,0.02,-0.02,0.0,0.84,,,0.0,-0.24,0.01,-0.01,0.0,[Fe/H],4.48,0.02,-0.02,0.0,10h23m55.23s,155.9801144,-29d38m42.37s,-29.645103,3.1333005071607642,0.017,-0.0169,6.92,0.03,-0.03,5.245,0.024,-0.024,6.73951,0.000212,-0.000212
1140,HD 9174 b,HD 9174,1,1,Radial Velocity,2016,Multiple Observatories,0,7.07326971745971,34.0,-34.0,0.0,1.1631508098056809,0.09,-0.09,0.0,2.6878474937846906,,,0.0,1.23,,,0.0,5.868707191259407,44.4962,-44.4962,0.0,0.7466879474879752,0.14,-0.14,0.0,Msini,0.11332868530700317,0.05,-0.05,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G8 IV,5577.0,100.0,-100.0,0.0,0.9820784724121582,0.07,-0.07,0.0,1.03,0.05,-0.05,0.0,0.39,0.1,-0.1,0.0,[Fe/H],4.03,0.05,-0.05,0.0,01h30m01.04s,22.5043352,-19d36m19.06s,-19.6052945,4.412668587959559,0.3063,-0.3042,8.4,0.03,-0.03,6.744,0.027,-0.027,8.22923,0.000197,-0.000197
1141,HD 92788 b,HD 92788,1,2,Radial Velocity,2000,Multiple Observatories,0,5.789357542870273,0.036525,-0.036525,0.0,0.6780335427498971,0.02,-0.02,0.0,2.6390573296152584,,,0.0,1.16,,,0.0,7.086772047641092,50.8528,-47.6745,0.0,1.5602476682433286,0.16,-0.15,0.0,Msini,0.30010459245033805,0.004,-0.005,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G6 V,5744.0,24.0,-24.0,0.0,0.76080582903376,0.02,-0.02,0.0,1.15,0.07,-0.07,0.0,0.27,0.02,-0.02,0.0,[Fe/H],4.39,0.04,-0.04,0.0,10h42m48.51s,160.7021351,-02d11m04.98s,-2.1847173,3.5738557330451535,0.0597,-0.0596,7.31637,0.023,-0.023,5.721,0.02,-0.02,7.13929,0.000293,-0.000293
1142,HD 92788 c,HD 92788,1,2,Radial Velocity,2019,La Silla Observatory,0,9.359819944864558,5055.06,-905.82,0.0,2.4423470353692043,2.9,-0.55,0.0,2.6390573296152584,,,0.0,1.16,,,0.0,7.062565255711136,95.349,-79.4575,0.0,1.541159071680806,0.3,-0.25,0.0,Msini,0.37843643572024505,0.12,-0.03,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G6 V,5744.0,24.0,-24.0,0.0,0.76080582903376,0.02,-0.02,0.0,1.15,0.07,-0.07,0.0,0.27,0.02,-0.02,0.0,[Fe/H],4.39,0.04,-0.04,0.0,10h42m48.51s,160.7021351,-02d11m04.98s,-2.1847173,3.5738557330451535,0.0597,-0.0596,7.31637,0.023,-0.023,5.721,0.02,-0.02,7.13929,0.000293,-0.000293
1143,HD 93083 b,HD 93083,1,1,Radial Velocity,2005,La Silla Observatory,0,4.973832987572151,0.6,-0.6,0.0,0.39001300354924273,,,0.0,2.667228206581955,,,0.0,1.2,,,0.0,4.775672165976704,,,0.0,0.31481073984003355,,,0.0,Msini,0.1310282624064041,0.03,-0.03,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K3 V,4995.0,50.0,-50.0,0.0,0.6151856390902335,0.02,-0.02,0.0,0.7,0.04,-0.04,0.0,0.15,0.06,-0.06,0.0,[Fe/H],4.26,0.19,-0.19,0.0,10h44m20.80s,161.0866672,-33d34m39.65s,-33.5776794,3.384929101197428,0.0397,-0.0397,8.3,0.03,-0.03,6.132,0.021,-0.021,8.04206,0.000275,-0.000275
1144,HD 93351 b,HD 93351,1,2,Radial Velocity,2022,Multiple Observatories,0,1.2411138921335807,0.00016796,-0.00011193,0.0,0.03431929774097561,0.001447,-0.001558,0.0,0.9932517730102833,,,0.0,0.152,,,0.0,1.5126031710761718,0.84928,-0.77112,0.0,0.011068517330772631,0.00267,-0.00243,0.0,Msini,-0.13844286274334916,0.124876,-0.20812,0.0,6.044189272017143,,,,6.820115242834518,,,,0,,5408.0,132.03,-104.92,0.0,0.6471032420585385,0.04,-0.05,0.0,0.94,0.12,-0.12,0.0,-0.23,0.05,-0.05,0.0,[M/H],4.49,0.08,-0.08,0.0,10h46m42.70s,161.6779279,-01d41m18.87s,-1.6885763,4.04590683593914,0.1261,-0.1257,9.12,0.03,-0.03,7.29,0.02,-0.02,8.94652,0.000207,-0.000207
1145,HD 93351 c,HD 93351,1,2,Radial Velocity,2022,Multiple Observatories,0,9.547619004714061,5932.2883486,-1538.69000167,0.0,2.5130720059061233,2.767623,-1.138119,0.0,2.5877640352277083,,,0.0,1.1,,,0.0,8.35030467268264,556.77777,-508.97546,0.0,2.660997027490843,1.75182,-1.60142,0.0,Mass,0.10324678329873026,0.046338,-0.040595,0.0,6.044189272017143,,,,6.820115242834518,,,,0,,5408.0,132.03,-104.92,0.0,0.6471032420585385,0.04,-0.05,0.0,0.94,0.12,-0.12,0.0,-0.23,0.05,-0.05,0.0,[M/H],4.49,0.08,-0.08,0.0,10h46m42.70s,161.6779279,-01d41m18.87s,-1.6885763,4.04590683593914,0.1261,-0.1257,9.12,0.03,-0.03,7.29,0.02,-0.02,8.94652,0.000207,-0.000207
1146,HD 93385 b,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,0,2.1213749183860546,0.0012,-0.0012,0.0,0.07287864541257255,0.0013,-0.0013,0.0,1.0577902941478545,,,0.0,0.168,,,0.0,1.6486586255873816,0.5,-0.5,0.0,0.0131235088163777,0.00157,-0.00157,0.0,Msini,0.25851069515150105,,,1.0,6.044189272017143,,,,6.820115242834518,,,,0,G2/G3 V,5977.0,18.0,-18.0,0.0,0.7793248768009976,0.07,-0.06,0.0,1.04,0.01,-0.01,0.0,0.02,0.01,-0.01,0.0,[Fe/H],4.42,0.02,-0.02,0.0,10h46m15.05s,161.5627065,-41d27m52.57s,-41.464604,3.7920563373809575,0.0649,-0.0648,7.49,0.03,-0.03,6.065,0.023,-0.023,7.33769,0.000156,-0.000156
1147,HD 93385 c,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,0,2.6518325211039815,0.003,-0.003,0.0,0.10616019582839063,0.002,-0.002,0.0,1.269760544863939,,,0.0,0.229,,,0.0,2.0918640616783932,0.6,-0.6,0.0,0.022094117473065753,0.00189,-0.00189,0.0,Msini,0.18232155679395462,,,1.0,6.044189272017143,,,,6.820115242834518,,,,0,G2/G3 V,5977.0,18.0,-18.0,0.0,0.7793248768009976,0.07,-0.06,0.0,1.04,0.01,-0.01,0.0,0.02,0.01,-0.01,0.0,[Fe/H],4.42,0.02,-0.02,0.0,10h46m15.05s,161.5627065,-41d27m52.57s,-41.464604,3.7920563373809575,0.0649,-0.0648,7.49,0.03,-0.03,6.065,0.023,-0.023,7.33769,0.000156,-0.000156
1148,HD 93385 d,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,0,3.846951008684431,0.05,-0.05,0.0,0.2283300780015098,0.0043,-0.0043,0.0,1.358409157630355,,,0.0,0.258,,,0.0,2.272125885509337,0.9,-0.9,0.0,0.02700213870257086,0.00283,-0.00283,0.0,Msini,0.08617769624105233,0.15,-0.05,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G2/G3 V,5977.0,18.0,-18.0,0.0,0.7793248768009976,0.07,-0.06,0.0,1.04,0.01,-0.01,0.0,0.02,0.01,-0.01,0.0,[Fe/H],4.42,0.02,-0.02,0.0,10h46m15.05s,161.5627065,-41d27m52.57s,-41.464604,3.7920563373809575,0.0649,-0.0648,7.49,0.03,-0.03,6.065,0.023,-0.023,7.33769,0.000156,-0.000156
1149,HD 93963 A b,HD 93963 A,2,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.712525845447743,4.9e-06,-4.9e-06,0.0,0.020635613600071576,0.00037,-0.00037,0.0,0.8544153281560676,0.042,-0.042,0.0,0.12,0.004,-0.004,0.0,2.174751721484161,3.2,-3.2,0.0,0.024243731370464643,0.01007,-0.01007,0.0,Mass,0.07011455648048513,,,,7.972121128921655,157.0,-147.0,0.0,7.622174594817622,27.0,-27.0,0.0,0,G0 V,5987.0,64.0,-64.0,0.0,0.712949807856125,0.01,-0.01,0.0,1.11,0.04,-0.04,0.0,0.1,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,10h51m06.41s,162.7766969,+25d38m27.83s,25.641065,4.42296702218541,0.3932,-0.3896,9.182,0.003,-0.003,7.776,0.024,-0.024,9.03376,0.000473,-0.000473
1150,HD 93963 A c,HD 93963 A,2,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.5358214686912637,1.06e-05,-1.42e-05,0.0,0.04700762400733289,0.00085,-0.00085,0.0,1.4417290680079913,0.059,-0.059,0.0,0.288,0.005,-0.005,0.0,3.005682604407159,4.1,-4.1,0.0,0.05865562579188872,0.0129,-0.0129,0.0,Mass,0.07011455648048513,,,,6.300418754835302,29.4,-27.6,0.0,7.20414929203594,18.0,-18.0,0.0,0,G0 V,5987.0,64.0,-64.0,0.0,0.712949807856125,0.01,-0.01,0.0,1.11,0.04,-0.04,0.0,0.1,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,10h51m06.41s,162.7766969,+25d38m27.83s,25.641065,4.42296702218541,0.3932,-0.3896,9.182,0.003,-0.003,7.776,0.024,-0.024,9.03376,0.000473,-0.000473
1151,HD 9446 b,HD 9446,1,2,Radial Velocity,2009,Haute-Provence Observatory,0,3.435663218543434,0.027,-0.027,0.0,0.17311261770864478,0.006,-0.006,0.0,2.70805020110221,,,0.0,1.25,,,0.0,5.409286126563416,19.069,-19.069,0.0,0.5306282510621704,0.06,-0.06,0.0,Msini,0.18232155679395462,0.06,-0.06,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5 V,5793.0,22.0,-22.0,0.0,0.6931471805599453,,,0.0,1.0,0.1,-0.1,0.0,0.09,0.05,-0.05,0.0,[Fe/H],4.53,0.16,-0.16,0.0,01h33m20.41s,23.3350424,+29d15m53.71s,29.2649187,3.9386707786165083,0.3538,-0.349,8.35,0.03,-0.03,6.851,0.023,-0.023,8.2095,0.000651,-0.000651
1152,HD 9446 c,HD 9446,1,2,Radial Velocity,2009,Haute-Provence Observatory,0,5.267342562248606,0.9,-0.9,0.0,0.5031965966014996,0.022,-0.022,0.0,2.667228206581955,,,0.0,1.2,,,0.0,6.362037958336036,54.0288,-54.0288,0.0,1.0367368849500223,0.17,-0.17,0.0,Msini,0.058268908123975775,0.06,-0.06,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5 V,5793.0,22.0,-22.0,0.0,0.6931471805599453,,,0.0,1.0,0.1,-0.1,0.0,0.09,0.05,-0.05,0.0,[Fe/H],4.53,0.16,-0.16,0.0,01h33m20.41s,23.3350424,+29d15m53.71s,29.2649187,3.9386707786165083,0.3538,-0.349,8.35,0.03,-0.03,6.851,0.023,-0.023,8.2095,0.000651,-0.000651
1153,HD 94834 b,HD 94834,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,7.3632795869630385,76.0,-76.0,0.0,1.3190856114264407,0.18,-0.18,0.0,2.6878474937846906,,,0.0,1.22,,,0.0,5.995122349185894,54.0311,-54.0311,0.0,0.8153648132841945,0.17,-0.17,0.0,Msini,0.1310282624064041,0.1,-0.1,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0,4798.0,,,0.0,1.6486586255873816,,,0.0,1.11,,,0.0,0.12,0.1,-0.1,0.0,[M/H],3.22,,,0.0,10h57m15.03s,164.3126363,+24d08m34.57s,24.1429374,4.596743783366221,0.6436,-0.6436,7.6,0.03,-0.03,5.2,0.017,-0.017,7.30241,0.000494,-0.000494
1155,HD 95089 b,HD 95089,1,2,Radial Velocity,2009,W. M. Keck Observatory,0,6.142897250868192,3.8,-3.8,0.0,0.8586616190375187,0.13,-0.13,0.0,2.6878474937846906,,,0.0,1.22,,,0.0,5.995122349185894,27.01555,-27.01555,0.0,0.8153648132841945,0.085,-0.085,0.0,Msini,0.11243542932978817,0.072,-0.072,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G8/K0 IV,4918.0,,,0.0,1.8050046959780757,,,0.0,1.54,,,0.0,0.05,0.03,-0.03,0.0,[Fe/H],3.24,,,0.0,10h58m47.70s,164.698748,+01d43m44.43s,1.7290087,4.926942042398745,1.955,-1.955,7.92,0.03,-0.03,5.626,0.018,-0.018,7.66056,0.000335,-0.000335
1156,HD 95089 c,HD 95089,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,7.487733761436444,32.0,-32.0,0.0,1.4655675420143985,0.31,-0.31,0.0,2.6461747973841225,,,0.0,1.17,,,0.0,7.000802445557045,44.4962,-44.4962,0.0,1.4929040961781488,0.14,-0.14,0.0,Msini,0.2499802052677694,0.042,-0.042,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G8/K0 IV,4918.0,,,0.0,1.8050046959780757,,,0.0,1.54,,,0.0,0.05,0.03,-0.03,0.0,[Fe/H],3.24,,,0.0,10h58m47.70s,164.698748,+01d43m44.43s,1.7290087,4.926942042398745,1.955,-1.955,7.92,0.03,-0.03,5.626,0.018,-0.018,7.66056,0.000335,-0.000335
1158,HD 95338 b,HD 95338,1,1,Radial Velocity,2020,Las Campanas Observatory,0,4.026904056620066,0.02,-0.02,0.0,0.2326977641190214,0.002,-0.002,0.0,1.5871923034867808,0.19,-0.2,0.0,0.347,0.017,-0.018,0.0,3.77138067562568,2.22,-2.08,0.0,0.12533665731128393,0.00698,-0.00654,0.0,Mass,0.1798184265758361,0.029,-0.024,0.0,2.130609828254235,0.22,-0.22,0.0,5.955837369464831,17.0,-17.0,0.0,0,K0.5 V,5212.0,16.0,-11.0,0.0,0.6259384308664953,0.04,-0.04,0.0,0.83,0.02,-0.02,0.0,0.04,0.1,-0.1,0.0,[Fe/H],4.54,0.21,-0.21,0.0,10h59m25.52s,164.8563364,-56d37m24.80s,-56.6235564,3.637430884513919,0.0689,-0.0687,8.62,0.03,-0.03,6.591,0.018,-0.018,8.38213,0.000279,-0.000279
1159,HD 95544 b,HD 95544,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,7.621950153670771,262.59531033,-184.27313359,0.0,1.4272265895641636,0.296396,-0.250156,0.0,2.617395832834079,,,0.0,1.13,,,0.0,7.65409068092091,321.59885,-276.639,0.0,2.032522875165668,1.01186,-0.8704,0.0,Mass,0.04798031251856691,0.045399,-0.02939,0.0,0.09531017980432487,0.02,-0.01,0.0,5.056245805348308,5.0,-6.0,0.0,0,G3 V,5722.0,15.0,-15.0,0.0,0.7371640659767197,0.07,-0.07,0.0,1.01,0.14,-0.14,0.0,0.11,0.01,-0.01,0.0,[Fe/H],4.07,0.03,-0.03,0.0,11h05m17.56s,166.3231784,+81d02m20.35s,81.0389868,4.486441828655934,0.2031,-0.2022,8.39,0.03,-0.03,6.771,0.023,-0.023,8.210671,0.000317,-0.000317
1160,HD 95735 c,GJ 411,1,2,Radial Velocity,2021,Multiple Observatories,0,7.988542982737695,210.0,-180.0,0.0,1.3711807233098425,0.14,-0.12,0.0,1.5602476682433286,,,0.0,0.335,,,0.0,2.681021528714291,2.4,-2.3,0.0,0.04189981346467783,0.00755,-0.00724,0.0,Msini,0.1239859797809912,0.16,-0.091,0.0,6.044189272017143,,,,6.820115242834518,,,,0,M1.5 V,3719.0,21.0,-31.0,0.0,0.31481073984003355,0.01,-0.01,0.0,0.39,0.01,-0.01,0.0,-0.362,0.087,-0.069,0.0,[Fe/H],4.9,0.01,-0.01,0.0,11h03m20.27s,165.834471,+35d58m20.34s,35.972317,1.8984850028248494,0.0059099,-0.0059099,7.49,0.1,-0.1,3.501,0.352,-0.352,12.413303768058077,,
1161,HD 95872 b,HD 95872,1,1,Radial Velocity,2015,Multiple Facilities,0,8.383890344101816,170.0,-170.0,0.0,1.8164520818184267,0.16,-0.16,0.0,2.6390573296152584,,,0.0,1.16,,,0.0,7.081443172735302,295.5819,-295.5819,0.0,1.556037135706985,0.93,-0.93,0.0,Msini,0.058268908123975775,0.04,-0.04,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0 V,5312.0,100.0,-100.0,0.0,0.6097655716208943,0.04,-0.04,0.0,0.7,0.25,-0.25,0.0,0.41,,,0.0,[Fe/H],4.43,0.15,-0.15,0.0,11h03m27.81s,165.8658796,-22d05m39.59s,-22.0943303,4.293461778933456,0.1792,-0.1784,9.955,0.007,-0.007,7.956,0.026,-0.026,9.65278,0.000269,-0.000269
1162,HD 96063 b,HD 96063,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,5.895779296973574,2.2,-2.2,0.0,0.7466879474879752,0.14,-0.14,0.0,2.6878474937846906,,,0.0,1.22,,,0.0,6.003007915333746,85.8141,-85.8141,0.0,0.8197798314933114,0.27,-0.27,0.0,Msini,0.15700374880966475,0.11,-0.11,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G6 V,5020.0,,,0.0,1.749199854809259,,,0.0,1.37,,,0.0,-0.3,0.03,-0.03,0.0,[Fe/H],3.33,,,0.0,11h04m44.48s,166.1853484,-02d30m47.87s,-2.5132966,4.949220777061384,1.326,-1.326,8.21,0.03,-0.03,6.05,0.031,-0.031,7.96991,0.000471,-0.000471
1165,HD 96700 b,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,0,2.2109631034467325,0.0006,-0.0006,0.0,0.07482914062064898,0.0013,-0.0013,0.0,1.3686394258811698,,,0.0,0.261,,,0.0,2.2925347571405443,0.4,-0.4,0.0,0.027615167032973367,0.00126,-0.00126,0.0,Msini,0.1292723357041392,,,1.0,6.044189272017143,,,,6.820115242834518,,,,0,G0 V,5845.0,13.0,-13.0,0.0,0.7701082216960736,0.04,-0.04,0.0,0.89,0.01,-0.01,0.0,-0.18,0.01,-0.01,0.0,[Fe/H],4.39,0.02,-0.02,0.0,11h07m53.82s,166.9742616,-30d10m30.50s,-30.1751383,3.273784376331481,0.0284,-0.0283,6.51,0.03,-0.03,4.995,0.024,-0.024,6.35547,0.000296,-0.000296
1166,HD 96700 c,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,0,3.038791763014438,0.01,-0.01,0.0,0.13190507087993858,0.002,-0.002,0.0,0.9895411936137477,,,0.0,0.151,,,0.0,1.5040773967762742,0.4,-0.4,0.0,0.010949831186251617,0.00126,-0.00126,0.0,Msini,0.25696509978972043,,,1.0,6.044189272017143,,,,6.820115242834518,,,,0,G0 V,5845.0,13.0,-13.0,0.0,0.7701082216960736,0.04,-0.04,0.0,0.89,0.01,-0.01,0.0,-0.18,0.01,-0.01,0.0,[Fe/H],4.39,0.02,-0.02,0.0,11h07m53.82s,166.9742616,-30d10m30.50s,-30.1751383,3.273784376331481,0.0284,-0.0283,6.51,0.03,-0.03,4.995,0.024,-0.024,6.35547,0.000296,-0.000296
1167,HD 96700 d,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,0,4.6491870714048655,0.1,-0.1,0.0,0.353469812989784,0.007,-0.007,0.0,1.5282278570085572,,,0.0,0.322,,,0.0,2.617395832834079,1.0,-1.0,0.0,0.039182250875155825,0.00315,-0.00315,0.0,Msini,0.23901690047049992,0.08,-0.08,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G0 V,5845.0,13.0,-13.0,0.0,0.7701082216960736,0.04,-0.04,0.0,0.89,0.01,-0.01,0.0,-0.18,0.01,-0.01,0.0,[Fe/H],4.39,0.02,-0.02,0.0,11h07m53.82s,166.9742616,-30d10m30.50s,-30.1751383,3.273784376331481,0.0284,-0.0283,6.51,0.03,-0.03,4.995,0.024,-0.024,6.35547,0.000296,-0.000296
1168,HD 96992 b,HD 96992,1,1,Radial Velocity,2021,Multiple Observatories,0,6.244166900663736,4.0,-4.0,0.0,0.8064758658669485,0.05,-0.05,0.0,2.6878474937846906,,,0.0,1.22,,,0.0,5.895301053334826,98.5273,-98.5273,0.0,0.76080582903376,0.31,-0.31,0.0,Msini,0.3435897043900769,0.24,-0.12,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0,4725.0,10.0,-10.0,0.0,2.131796772013764,1.1,-1.1,0.0,0.96,0.09,-0.09,0.0,-0.45,0.08,-0.08,0.0,[Fe/H],2.76,0.04,-0.04,0.0,11h10m23.19s,167.5966158,+43d55m08.36s,43.9189897,5.984142808477246,14.9565,-14.9565,8.57,0.03,-0.03,6.015,0.02,-0.02,8.27377,0.000352,-0.000352
1169,HD 97037 b,HD 97037,1,1,Radial Velocity,2022,Multiple Observatories,0,8.771848335821005,141.95599965,-153.98637772,0.0,2.0687382148963773,0.292764,-0.308472,0.0,2.5726122302071057,,,0.0,1.08,,,0.0,8.80613088324797,656.63335,-624.1097,0.0,3.0909919975399878,2.066,-1.96367,0.0,Mass,0.30515994076507885,0.027227,-0.029787,0.0,6.044189272017143,,,,6.820115242834518,,,,0,,5874.1,136.84,-118.16,0.0,0.8153648132841945,0.06,-0.07,0.0,1.06,0.13,-0.13,0.0,-0.077,0.004,-0.004,0.0,[M/H],4.26,0.07,-0.08,0.0,11h10m13.09s,167.5545621,-07d23m24.53s,-7.3901483,3.50894504581248,0.0575,-0.0572,6.81828,0.023,-0.023,5.271,0.018,-0.018,6.64346,0.000262,-0.000262
1171,HD 97658 b,HD 97658,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,2.3503949291799366,8e-07,-8e-07,0.0,0.07742389696480362,0.001,-0.0011,0.0,1.1378330018213911,0.06,-0.06,0.0,0.189,0.005,-0.005,0.0,2.2300144001592104,1.1,-1.1,0.0,0.025774953477364606,0.00346,-0.00346,0.0,Mass,0.04879016416943201,0.04,-0.03,0.0,3.759337917762498,,,0.0,6.62273632394984,12.0,-12.0,0.0,0,K1 V,5212.0,43.0,-43.0,0.0,0.5481214085096876,0.01,-0.01,0.0,0.85,0.08,-0.08,0.0,-0.23,0.03,-0.03,0.0,[Fe/H],4.64,0.04,-0.04,0.0,11h14m33.04s,168.6376584,+25d42m38.15s,25.7105962,3.116258210681069,0.0254,-0.0253,7.76,0.03,-0.03,5.734,0.018,-0.018,7.5136,0.000389,-0.000389
1172,HD 98219 b,HD 98219,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,6.0748861552470546,2.0,-2.0,0.0,0.8153648132841945,0.12,-0.12,0.0,2.667228206581955,,,0.0,1.2,,,0.0,6.438100580852859,31.46517,-31.46517,0.0,1.0865397074338405,0.099,-0.099,0.0,Msini,0.07603468627599762,0.04,-0.04,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0 III/IV,4925.0,,,0.0,1.7227665977411035,,,0.0,1.41,,,0.0,-0.02,0.03,-0.03,0.0,[Fe/H],3.36,,,0.0,11h17m47.41s,169.4475218,-23d58m31.76s,-23.975488,4.742354897110516,0.578,-0.578,8.05,0.03,-0.03,5.813,0.023,-0.023,7.79079,0.000259,-0.000259
1174,HD 98736 b,HD 98736,2,1,Radial Velocity,2018,W. M. Keck Observatory,0,6.877089864671252,2.2,-2.2,0.0,1.0522192490983993,0.091,-0.091,0.0,2.6602595372658615,,,0.0,1.19,,,0.0,6.608734364141057,247.9074,-247.9074,0.0,1.2029723039923526,0.78,-0.78,0.0,Msini,0.20375683751401966,0.064,-0.064,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5,5271.0,,,0.0,0.6575200029167942,0.04,-0.04,0.0,0.92,0.13,-0.13,0.0,0.36,,,0.0,[Fe/H],4.47,0.08,-0.08,0.0,11h21m49.18s,170.4549045,+18d11m22.59s,18.1896082,3.5099292080603037,0.0646,-0.0644,7.93,0.03,-0.03,6.028,0.017,-0.017,7.75446,0.000508,-0.000508
