,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
3567,Kepler-349 b,Kepler-349,1,2,Transit,2014,Kepler,0,1.9358277780566575,2e-05,-2e-05,0.0,0.06297479916138843,,,0.0,1.0647107369924282,0.72,-0.72,0.0,0.17,0.064,-0.064,0.0,4.5591262474866845,70.8,-60.3,0.0,0.26005390533430683,0.223,-0.19,0.0,Mass,0.0,,,0.0,5.518536646345,12.61,-11.94,0.0,6.880384082186005,,,0.0,0,,5956.0,200.0,-200.0,0.0,0.6575200029167942,0.35,-0.35,0.0,1.02,0.05,-0.05,0.0,0.151,0.014,-0.014,0.0,[M/H],4.52,0.3,-0.3,0.0,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,6.84771223801477,18.79,-18.79,14.915,0.103,-0.103,13.176,0.032,-0.032,14.7211,0.00065,-0.00065
3568,Kepler-349 c,Kepler-349,1,2,Transit,2014,Kepler,0,2.583818593023725,6.3e-05,-6.3e-05,0.0,0.09984533496971613,,,0.0,1.085189268335969,0.74,-0.74,0.0,0.175,0.066,-0.066,0.0,1.7047480922384253,,,0.0,0.014100124378781637,,,0.0,M-R relationship,0.0,,,0.0,4.559021529962111,4.8,-4.54,0.0,6.638567789166521,,,0.0,0,,5956.0,200.0,-200.0,0.0,0.6575200029167942,0.35,-0.35,0.0,1.02,0.05,-0.05,0.0,0.151,0.014,-0.014,0.0,[M/H],4.52,0.3,-0.3,0.0,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,6.84771223801477,18.79,-18.79,14.915,0.103,-0.103,13.176,0.032,-0.032,14.7211,0.00065,-0.00065
3569,Kepler-35 b,Kepler-35,2,1,Transit,2011,Kepler,0,4.8862656140450635,0.077,-0.105,0.0,0.47217003090215476,0.00101,-0.00103,0.0,2.214846178686039,0.157,-0.157,0.0,0.728,0.014,-0.014,0.0,3.722386761418851,6.356,-6.356,0.0,0.11955923505763924,0.02,-0.02,0.0,Mass,0.04114194333117518,0.007,-0.004,0.0,6.044189272017143,,,,6.820115242834518,,,,1,,5606.0,150.0,-150.0,0.0,0.708035793053696,0.0,0.0,0.0,0.89,0.01,-0.01,0.0,-0.34,0.2,-0.2,0.0,[m/H],4.36,0.0,0.0,0.0,19h37m59.27s,294.496955,+46d41m22.82s,46.6896733,7.506685182302124,120.96,-107.03,15.863,0.115,-0.115,13.875,0.06,-0.06,15.7352,0.000538,-0.000538
3570,Kepler-350 b,Kepler-350,1,3,Transit,2014,Kepler,0,2.500580011756585,0.000119,-0.000119,0.0,0.09893994785490356,,,0.0,1.0473189942805592,0.38,-0.38,0.0,0.165,0.034,-0.034,0.0,1.6253112615903906,,,0.0,0.012718772407774689,,,0.0,M-R relationship,0.0,,,0.0,5.5557463958287965,12.68,-11.97,0.0,6.945051063725834,,,0.0,0,,6186.0,100.0,-100.0,0.0,0.9282193027394289,0.31,-0.31,0.0,1.19,0.12,-0.07,0.0,0.041,0.028,-0.028,0.0,[M/H],4.15,0.17,-0.17,0.0,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,6.86470058551019,19.8105,-19.8105,13.965,0.103,-0.103,12.393,0.025,-0.025,13.7606,0.000221,-0.000221
3571,Kepler-350 c,Kepler-350,1,3,Transit,2013,Kepler,0,2.9364598620889195,,,0.0,0.12971160652165728,,,0.0,1.410986973710262,1.42,-0.6,0.0,0.277,0.127,-0.054,0.0,1.9600947840472698,3.3,-3.2,0.0,0.01882175424058776,0.01,-0.01,0.0,Mass,0.0,,,0.0,4.937419231764997,6.81,-6.43,0.0,6.790097235513905,,,0.0,1,,6492.3,30.19,-30.19,0.0,0.8109302162163288,0.57,-0.24,0.0,1.0,0.2,-0.12,0.0,0.041,0.028,-0.028,0.0,[M/H],4.24,0.18,-0.25,0.0,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,6.86470058551019,19.8105,-19.8105,13.965,0.103,-0.103,12.393,0.025,-0.025,13.7606,0.000221,-0.000221
3572,Kepler-350 d,Kepler-350,1,3,Transit,2013,Kepler,0,3.3008612596094924,,,0.0,0.16432729342167593,,,0.0,1.33500106673234,1.28,-0.54,0.0,0.25,0.114,-0.048,0.0,2.766319109226186,5.3,-4.7,0.0,0.0459289318883998,0.017,-0.015,0.0,Mass,0.0,,,0.0,4.43366986782572,4.1,-3.87,0.0,6.663132695990803,,,0.0,1,,6492.3,30.19,-30.19,0.0,0.8109302162163288,0.57,-0.24,0.0,1.0,0.2,-0.12,0.0,0.041,0.028,-0.028,0.0,[M/H],4.24,0.18,-0.25,0.0,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,6.86470058551019,19.8105,-19.8105,13.965,0.103,-0.103,12.393,0.025,-0.025,13.7606,0.000221,-0.000221
3573,Kepler-351 b,Kepler-351,1,3,Transit,2014,Kepler,0,3.6390303532188635,0.000484,-0.000484,0.0,0.19392069263730652,,,0.0,1.4011829736136412,1.55,-1.55,0.0,0.273,0.138,-0.138,0.0,1.7578579175523736,5.7,-4.7,0.0,0.014888612493750656,0.018,-0.015,0.0,Mass,0.0,,,0.0,2.563409711275944,1.22,-1.09,0.0,6.212606095751519,,,0.0,0,,5643.0,200.0,-200.0,0.0,0.6151856390902335,0.41,-0.41,0.0,0.81,0.05,-0.06,0.0,-0.16,0.158,-0.227,0.0,[Fe/H],4.56,0.3,-0.3,0.0,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,6.98925231322532,43.57,-40.38,16.229,0.035,-0.035,14.097,0.063,-0.063,15.9665,0.000617,-0.000617
3574,Kepler-351 c,Kepler-351,1,3,Transit,2014,Kepler,0,4.064711302208645,0.000599,-0.000599,0.0,0.2523139286139896,,,0.0,1.4327007339340463,1.55,-1.55,0.0,0.285,0.138,-0.138,0.0,2.4932054526026954,9.9,-7.6,0.0,0.034401426717332394,0.031,-0.024,0.0,Mass,0.0,,,0.0,2.0425181875752383,0.68,-0.61,0.0,6.068425588244111,,,0.0,0,,5643.0,200.0,-200.0,0.0,0.6151856390902335,0.41,-0.41,0.0,0.81,0.05,-0.06,0.0,-0.16,0.158,-0.227,0.0,[Fe/H],4.56,0.3,-0.3,0.0,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,6.98925231322532,43.57,-40.38,16.229,0.035,-0.035,14.097,0.063,-0.063,15.9665,0.000617,-0.000617
3575,Kepler-351 d,Kepler-351,1,3,Transit,2016,Kepler,0,4.966643329135631,0.002303,-0.002303,0.0,0.4171960309838631,,,0.0,1.3137236682850553,0.19,-0.3,0.0,0.243,0.017,-0.027,0.0,2.180417459019838,,,0.0,0.024399886823535173,,,0.0,M-R relationship,0.0,,,0.0,1.095273387402595,0.2,-0.18,0.0,5.765191102784844,,,0.0,0,,5225.0,61.31,-57.95,0.0,0.5766133643039938,0.05,-0.07,0.0,0.81,0.05,-0.06,0.0,-0.16,0.158,-0.227,0.0,[Fe/H],4.58,0.04,-0.06,0.0,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,6.98925231322532,43.57,-40.38,16.229,0.035,-0.035,14.097,0.063,-0.063,15.9665,0.000617,-0.000617
3576,Kepler-352 b,Kepler-352,1,3,Transit,2014,Kepler,0,2.4029162827678783,0.000194,-0.000194,0.0,0.08157998699242289,,,0.0,0.6205764877251099,0.08,-0.08,0.0,0.077,0.007,-0.007,0.0,0.44852459756861135,,,0.0,0.001778417677411212,,,0.0,M-R relationship,0.0,,,0.0,3.9394436010041383,1.2,-1.18,0.0,6.543911845564792,,,0.0,0,,5212.0,100.0,-100.0,0.0,0.5766133643039938,0.05,-0.05,0.0,0.83,0.02,-0.02,0.0,-0.07,0.108,-0.115,0.0,[Fe/H],4.57,0.15,-0.15,0.0,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022,5.536282533037835,1.399,-1.383,13.142,0.114,-0.114,11.132,0.022,-0.022,12.9561,0.000937,-0.000937
3577,Kepler-352 c,Kepler-352,1,3,Transit,2014,Kepler,0,2.8526119104920458,0.000272,-0.000272,0.0,0.11154137473290741,,,0.0,0.8064758658669485,0.1,-0.1,0.0,0.111,0.009,-0.009,0.0,1.1216775615991057,,,0.0,0.006488901468124652,,,0.0,M-R relationship,0.0,,,0.0,3.309447523052588,0.63,-0.62,0.0,6.3835066348840055,,,0.0,0,,5212.0,100.0,-100.0,0.0,0.5766133643039938,0.05,-0.05,0.0,0.83,0.02,-0.02,0.0,-0.07,0.108,-0.115,0.0,[Fe/H],4.57,0.15,-0.15,0.0,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022,5.536282533037835,1.399,-1.383,13.142,0.114,-0.114,11.132,0.022,-0.022,12.9561,0.000937,-0.000937
3578,Kepler-352 d,Kepler-352,1,3,Transit,2021,Kepler,0,2.0652513339759233,,,0.0,0.06363186024477342,,,0.0,0.5911144549947938,,,0.0,0.072,,,0.0,0.3708736633385453,,,0.0,0.001409006883419978,,,0.0,M-R relationship,0.0,,,0.0,4.5208098373700185,21.91,-15.66,0.0,6.670766320845874,,,0.0,0,,5208.0,103.0,-103.0,0.0,0.5709795465857378,0.06,-0.04,0.0,0.8,0.05,-0.05,0.0,-0.14,0.15,-0.15,0.0,[Fe/H],4.56,0.04,-0.05,0.0,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022,5.536282533037835,1.399,-1.383,13.142,0.114,-0.114,11.132,0.022,-0.022,12.9561,0.000937,-0.000937
3579,Kepler-353 b,Kepler-353,2,2,Transit,2014,Kepler,0,1.9162279592018305,5.5e-05,-5.5e-05,0.0,0.049742091894814065,,,0.0,0.636576829071551,0.06,-0.06,0.0,0.079,0.005,-0.005,0.0,0.49469624183610705,,,0.0,0.0020079826527929488,,,0.0,M-R relationship,0.0,,,0.0,3.338967305126021,2.81,-2.58,0.0,6.282266746896006,,,0.0,0,,3903.0,100.0,-100.0,0.0,0.4054651081081644,0.02,-0.02,0.0,0.55,0.01,-0.01,0.0,-0.12,0.094,-0.108,0.0,[Fe/H],4.75,0.1,-0.1,0.0,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749,5.955044308961476,4.945,-4.945,16.126,1.133,-1.133,12.808,0.027,-0.027,15.7248,0.000609,-0.000609
3580,Kepler-353 c,Kepler-353,2,2,Transit,2014,Kepler,0,2.2418679543980655,3.9e-05,-3.9e-05,0.0,0.06297479916138843,,,0.0,0.8671004876833833,0.07,-0.07,0.0,0.123,0.006,-0.006,0.0,1.247032293786383,,,0.0,0.007769737264360664,,,0.0,M-R relationship,0.0,,,0.0,2.8656235882069705,1.71,-1.57,0.0,6.159095388491933,,,0.0,0,,3903.0,100.0,-100.0,0.0,0.4054651081081644,0.02,-0.02,0.0,0.55,0.01,-0.01,0.0,-0.12,0.094,-0.108,0.0,[Fe/H],4.75,0.1,-0.1,0.0,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749,5.955044308961476,4.945,-4.945,16.126,1.133,-1.133,12.808,0.027,-0.027,15.7248,0.000609,-0.000609
3581,Kepler-354 b,Kepler-354,1,3,Transit,2014,Kepler,0,1.868204945384631,2.4e-05,-2.4e-05,0.0,0.05259245011917058,,,0.0,1.0438040521731147,0.58,-0.58,0.0,0.164,0.052,-0.052,0.0,1.6174060820832772,,,0.0,0.012620031356102263,,,0.0,M-R relationship,0.0,,,0.0,4.187227556368814,2.66,-2.54,0.0,6.60934924316738,,,0.0,0,,4648.0,200.0,-200.0,0.0,0.5128236264286637,0.21,-0.21,0.0,0.65,0.02,-0.02,0.0,-0.03,0.143,-0.152,0.0,[Fe/H],4.63,0.3,-0.3,0.0,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,6.31908342241345,7.994,-7.774,15.771,0.252,-0.252,13.16,0.031,-0.031,15.5561,0.000457,-0.000457
3582,Kepler-354 c,Kepler-354,1,3,Transit,2014,Kepler,0,2.886720767802218,0.000228,-0.000228,0.0,0.10885440491208208,,,0.0,0.8372475245337022,0.42,-0.42,0.0,0.117,0.037,-0.037,0.0,1.184789984909162,,,0.0,0.007114630885407405,,,0.0,M-R relationship,0.0,,,0.0,2.7343675094195836,0.59,-0.56,0.0,6.2324480165505225,,,0.0,0,,4648.0,200.0,-200.0,0.0,0.5128236264286637,0.21,-0.21,0.0,0.73,0.03,-0.04,0.0,-0.03,0.143,-0.152,0.0,[Fe/H],4.63,0.3,-0.3,0.0,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,6.31908342241345,7.994,-7.774,15.771,0.252,-0.252,13.16,0.031,-0.031,15.5561,0.000457,-0.000457
3583,Kepler-354 d,Kepler-354,1,3,Transit,2014,Kepler,0,3.227234473825964,0.000403,-0.000403,0.0,0.13627761829254784,,,0.0,0.8064758658669485,0.4,-0.4,0.0,0.111,0.036,-0.036,0.0,1.1216775615991057,,,0.0,0.006488901468124652,,,0.0,M-R relationship,0.0,,,0.0,2.2975725511705014,0.37,-0.35,0.0,6.113682179832232,,,0.0,0,,4648.0,200.0,-200.0,0.0,0.5128236264286637,0.21,-0.21,0.0,0.65,0.02,-0.02,0.0,-0.03,0.143,-0.152,0.0,[Fe/H],4.63,0.3,-0.3,0.0,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,6.31908342241345,7.994,-7.774,15.771,0.252,-0.252,13.16,0.031,-0.031,15.5561,0.000457,-0.000457
3584,Kepler-355 b,Kepler-355,1,2,Transit,2014,Kepler,0,2.487560624878459,0.000338,-0.000338,0.0,0.09712671073072274,,,0.0,0.9001613499442714,0.66,-0.66,0.0,0.13,0.059,-0.059,0.0,1.3164082336557241,,,0.0,0.008553315878042905,,,0.0,M-R relationship,0.0,,,0.0,5.048573133436648,12.39,-11.33,0.0,6.734591659972948,,,0.0,0,,6184.0,250.0,-250.0,0.0,0.7275486072772778,0.48,-0.48,0.0,0.99,0.05,-0.06,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.44,0.3,-0.3,0.0,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427,7.26764405303198,48.89,-45.82,15.242,0.092,-0.092,13.673,0.043,-0.043,15.0663,0.000329,-0.000329
3585,Kepler-355 c,Kepler-355,1,2,Transit,2014,Kepler,0,3.286993956548484,0.000267,-0.000267,0.0,0.16466662155523387,,,0.0,1.3110318766193438,1.22,-1.22,0.0,0.242,0.109,-0.109,0.0,2.174751721484161,,,0.0,0.024204688696817397,,,0.0,M-R relationship,0.0,,,0.0,3.93123722435195,4.0,-3.66,0.0,6.452048954437226,,,0.0,0,,6184.0,250.0,-250.0,0.0,0.7275486072772778,0.48,-0.48,0.0,0.99,0.05,-0.06,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.44,0.3,-0.3,0.0,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427,7.26764405303198,48.89,-45.82,15.242,0.092,-0.092,13.673,0.043,-0.043,15.0663,0.000329,-0.000329
3586,Kepler-356 b,Kepler-356,1,2,Transit,2014,Kepler,0,1.72503117450761,2.1e-05,-2.1e-05,0.0,0.055434706888100586,,,0.0,0.9439058989071285,0.29,-0.29,0.0,0.14,0.026,-0.026,0.0,1.4085449700547104,,,0.0,0.00967306469568706,,,0.0,M-R relationship,0.0,,,0.0,6.74049571866484,30.48,-29.34,0.0,7.166265974133638,,,0.0,0,,6133.0,100.0,-100.0,0.0,0.8458682675776092,0.24,-0.24,0.0,1.17,0.06,-0.04,0.0,-0.023,0.012,-0.012,0.0,[M/H],4.26,0.15,-0.15,0.0,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919,6.563233330187246,10.503,-10.205,13.058,0.126,-0.126,11.704,0.021,-0.021,12.9654,0.00035,-0.00035
3587,Kepler-356 c,Kepler-356,1,2,Transit,2014,Kepler,0,2.647707806122701,8.8e-05,-8.8e-05,0.0,0.10885440491208208,,,0.0,1.0331844833456545,0.33,-0.33,0.0,0.161,0.029,-0.029,0.0,1.5953389880545987,,,0.0,0.012323749688831934,,,0.0,M-R relationship,0.0,,,0.0,5.348867885145938,7.55,-7.27,0.0,6.81783057145415,,,0.0,0,,6133.0,100.0,-100.0,0.0,0.8458682675776092,0.24,-0.24,0.0,1.17,0.06,-0.04,0.0,-0.023,0.012,-0.012,0.0,[M/H],4.26,0.15,-0.15,0.0,19h29m41.06s,292.4210998,+37d40m58.05s,37.6827919,6.563233330187246,10.503,-10.205,13.058,0.126,-0.126,11.704,0.021,-0.021,12.9654,0.00035,-0.00035
3588,Kepler-357 b,Kepler-357,1,3,Transit,2014,Kepler,0,2.011622177791991,3.4e-05,-3.4e-05,0.0,0.061095099359810875,,,0.0,1.0438040521731147,1.08,-1.08,0.0,0.164,0.096,-0.096,0.0,1.6174060820832772,,,0.0,0.012620031356102263,,,0.0,M-R relationship,0.0,,,0.0,4.256605125012738,3.61,-3.42,0.0,6.677083461247136,,,0.0,0,,5036.0,200.0,-200.0,0.0,0.6043159668533296,0.49,-0.49,0.0,0.79,0.05,-0.03,0.0,0.18,0.15,-0.15,0.0,[Fe/H],4.5,0.3,-0.3,0.0,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337,6.536072565450729,14.518,-13.941,15.735,0.229,-0.229,13.408,0.032,-0.032,15.5215,0.00047,-0.00047
3589,Kepler-357 c,Kepler-357,1,3,Transit,2014,Kepler,0,2.882472305885877,8.1e-05,-8.1e-05,0.0,0.11332868530700317,,,0.0,1.3001916620664788,1.57,-1.57,0.0,0.238,0.14,-0.14,0.0,2.1529243184396396,,,0.0,0.023618865598634,,,0.0,M-R relationship,0.0,,,0.0,3.0155349008501706,1.01,-0.95,0.0,6.3578422665081,,,0.0,0,,5036.0,200.0,-200.0,0.0,0.6043159668533296,0.49,-0.49,0.0,0.79,0.05,-0.03,0.0,0.18,0.15,-0.15,0.0,[Fe/H],4.5,0.3,-0.3,0.0,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337,6.536072565450729,14.518,-13.941,15.735,0.229,-0.229,13.408,0.032,-0.032,15.5215,0.00047,-0.00047
3590,Kepler-357 d,Kepler-357,1,3,Transit,2014,Kepler,0,3.9219708610307262,0.00046,-0.00046,0.0,0.2199384203652614,,,0.0,1.4883995840570443,2.04,-2.04,0.0,0.306,0.182,-0.182,0.0,2.533696813957432,,,0.0,0.035946126773469124,,,0.0,M-R relationship,0.0,,,0.0,1.7263316639055997,0.24,-0.23,0.0,5.998936561946683,,,0.0,0,,5036.0,200.0,-200.0,0.0,0.6043159668533296,0.49,-0.49,0.0,0.79,0.05,-0.03,0.0,0.18,0.15,-0.15,0.0,[Fe/H],4.5,0.3,-0.3,0.0,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337,6.536072565450729,14.518,-13.941,15.735,0.229,-0.229,13.408,0.032,-0.032,15.5215,0.00047,-0.00047
3591,Kepler-358 b,Kepler-358,1,2,Transit,2014,Kepler,0,3.5570741994271957,0.000194,-0.000194,0.0,0.19062035960864973,,,0.0,1.3137236682850553,1.36,-1.36,0.0,0.243,0.121,-0.121,0.0,2.180417459019838,,,0.0,0.024399886823535173,,,0.0,M-R relationship,0.0,,,0.0,3.126760535960395,2.0,-1.81,0.0,6.318968113746434,,,0.0,0,,5908.0,200.0,-200.0,0.0,0.6678293725756554,0.48,-0.48,0.0,0.94,0.04,-0.05,0.0,0.035,0.153,-0.153,0.0,[M/H],4.5,0.3,-0.3,0.0,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901,7.004972729697496,40.24,-40.24,15.516,0.149,-0.149,13.652,0.053,-0.053,15.3559,0.000434,-0.000434
3592,Kepler-358 c,Kepler-358,1,2,Transit,2014,Kepler,0,4.4366138799187755,0.00083,-0.00083,0.0,0.32280787442715503,,,0.0,1.3480731482996928,1.43,-1.43,0.0,0.254,0.128,-0.128,0.0,2.2512917986064953,,,0.0,0.02634977532278202,,,0.0,M-R relationship,0.0,,,0.0,2.028148247292285,0.61,-0.55,0.0,6.021023349349527,,,0.0,1,,5908.0,200.0,-200.0,0.0,0.6678293725756554,0.48,-0.48,0.0,0.94,0.04,-0.05,0.0,0.035,0.153,-0.153,0.0,[M/H],4.5,0.3,-0.3,0.0,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901,7.004972729697496,40.24,-40.24,15.516,0.149,-0.149,13.652,0.053,-0.053,15.3559,0.000434,-0.000434
3593,Kepler-359 b,Kepler-359,1,3,Transit,2014,Kepler,0,3.2795276274917047,0.000202,-0.000202,0.0,0.16381808522939495,,,0.0,1.5107219394949427,1.64,-1.64,0.0,0.315,0.146,-0.146,0.0,2.580216829592325,,,0.0,0.03768106696768849,,,0.0,M-R relationship,0.0,,,0.0,3.8905950580145254,43.54,-17.2,0.0,6.51025834052315,,,0.0,0,,6248.0,250.0,-250.0,0.0,0.7371640659767197,0.5,-0.5,0.0,1.14,0.08,-0.08,0.0,0.08,0.143,-0.142,0.0,[Fe/H],4.43,0.3,-0.3,0.0,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497,7.275317738241828,81.51,-73.38,15.805,0.549,-0.549,14.487,0.119,-0.119,15.8814,0.000516,-0.000516
3594,Kepler-359 c,Kepler-359,1,3,Transit,2014,Kepler,0,4.0722356174191106,0.000545,-0.000545,0.0,0.26773443464208485,,,0.0,1.667706820558076,2.0,-2.0,0.0,0.384,0.178,-0.178,0.0,1.3609765531356006,2.4,-1.9,0.0,0.009078663933204037,0.00755,-0.00598,0.0,Mass,0.0,,,0.0,2.844327819394758,14.71,-5.81,0.0,6.240275845170769,,,0.0,1,,6248.0,250.0,-250.0,0.0,0.7371640659767197,0.5,-0.5,0.0,1.14,0.08,-0.08,0.0,0.08,0.143,-0.142,0.0,[Fe/H],4.43,0.3,-0.3,0.0,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497,7.275317738241828,81.51,-73.38,15.805,0.549,-0.549,14.487,0.119,-0.119,15.8814,0.000516,-0.000516
3595,Kepler-359 d,Kepler-359,1,3,Transit,2014,Kepler,0,4.357934882468249,0.001453,-0.001453,0.0,0.3162695293036935,,,0.0,1.6114359150967734,1.91,-1.91,0.0,0.358,0.17,-0.17,0.0,1.308332819650179,2.5,-1.5,0.0,0.008464078412129412,0.00787,-0.00472,0.0,Mass,0.0,,,0.0,2.4849066497880004,9.99,-3.95,0.0,6.142037405587356,,,0.0,0,,6248.0,250.0,-250.0,0.0,0.7371640659767197,0.5,-0.5,0.0,1.14,0.08,-0.08,0.0,0.08,0.143,-0.142,0.0,[Fe/H],4.43,0.3,-0.3,0.0,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497,7.275317738241828,81.51,-73.38,15.805,0.549,-0.549,14.487,0.119,-0.119,15.8814,0.000516,-0.000516
3596,Kepler-36 b,Kepler-36,1,2,Transit,2012,Kepler,0,2.6992280669291,0.0005,-0.0005,0.0,0.10912342701835417,0.0015,-0.0015,0.0,0.915490411703386,0.061,-0.049,0.0,0.134,0.005,-0.004,0.0,1.5748464676644813,0.11,-0.1,0.0,0.01197797675940702,0.00035,-0.00031,0.0,Mass,0.0,,,0.0,5.5134287461649825,32.0,-32.0,0.0,6.88653164253051,11.0,-11.0,0.0,1,,5979.0,60.0,-60.0,0.0,0.9669838461896731,0.04,-0.04,0.0,1.03,0.02,-0.02,0.0,-0.18,0.04,-0.04,0.0,[Fe/H],4.1,0.1,-0.1,0.0,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,6.270905252595598,6.105,-5.969,11.941,0.025,-0.025,10.788,0.022,-0.022,12.0767,0.00017,-0.00017
3597,Kepler-36 c,Kepler-36,1,2,Transit,2012,Kepler,0,2.845993098713819,0.0001,-0.0001,0.0,0.12071207516226334,0.0016,-0.0016,0.0,1.5430844118840792,0.096,-0.091,0.0,0.328,0.009,-0.008,0.0,2.0955609235597192,0.18,-0.18,0.0,0.02218214693364872,0.00057,-0.00057,0.0,Mass,0.0,,,0.0,5.2574953720277815,9.7,-10.4,0.0,6.834108738813838,10.0,-10.0,0.0,1,,5979.0,60.0,-60.0,0.0,0.9669838461896731,0.04,-0.04,0.0,1.03,0.02,-0.02,0.0,-0.18,0.04,-0.04,0.0,[Fe/H],4.1,0.1,-0.1,0.0,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,6.270905252595598,6.105,-5.969,11.941,0.025,-0.025,10.788,0.022,-0.022,12.0767,0.00017,-0.00017
3598,Kepler-360 b,Kepler-360,1,2,Transit,2014,Kepler,0,1.4562102731404927,1.2e-05,-1.2e-05,0.0,0.04305948946044697,,,0.0,0.9745596399981308,0.78,-0.78,0.0,0.147,0.07,-0.07,0.0,1.4724720573609429,,,0.0,0.010544213875671154,,,0.0,M-R relationship,0.0,,,0.0,6.0317183802551275,18.8,-17.93,0.0,7.018401799069201,,,0.0,0,,6053.0,200.0,-200.0,0.0,0.7227059828014898,0.5,-0.5,0.0,0.95,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.42,0.3,-0.3,0.0,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817,6.776557162151287,15.581,-15.054,15.011,0.126,-0.126,13.228,0.03,-0.03,14.8128,0.000546,-0.000546
3599,Kepler-360 c,Kepler-360,1,2,Transit,2014,Kepler,0,2.102478394011531,2.9e-05,-2.9e-05,0.0,0.0723206615796261,,,0.0,1.1314021114911006,1.0,-1.0,0.0,0.187,0.089,-0.089,0.0,1.801709800081223,,,0.0,0.01577491911536221,,,0.0,M-R relationship,0.0,,,0.0,4.993828175779875,6.63,-6.32,0.0,6.7580945044277305,,,0.0,0,,6053.0,200.0,-200.0,0.0,0.7227059828014898,0.5,-0.5,0.0,0.95,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.42,0.3,-0.3,0.0,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817,6.776557162151287,15.581,-15.054,15.011,0.126,-0.126,13.228,0.03,-0.03,14.8128,0.000546,-0.000546
3600,Kepler-361 b,Kepler-361,1,2,Transit,2014,Kepler,0,2.2498819631501004,8.4e-05,-8.4e-05,0.0,0.08250122151174369,,,0.0,0.8960880245566356,0.28,-0.28,0.0,0.129,0.025,-0.025,0.0,1.308332819650179,,,0.0,0.008454162646557859,,,0.0,M-R relationship,0.0,,,0.0,6.023205432892045,16.1,-15.43,0.0,6.966967138613983,,,0.0,0,,6169.0,100.0,-100.0,0.0,0.8501509293696101,0.26,-0.26,0.0,1.17,0.06,-0.05,0.0,0.024,0.055,-0.055,0.0,[M/H],4.25,0.15,-0.15,0.0,19h47m12.82s,296.8034146,+46d44m27.96s,46.7411011,6.836602934654048,15.496,-15.496,13.635,0.103,-0.103,12.198,0.02,-0.02,13.5447,0.000254,-0.000254
